epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
55,4683.48,0.45871,0.59975,0.33495,0.91013,0.80152,0.87345,0.41577,0.57368,0.48562,0.55959,0.0267924,0.0089308,0.0267924,0.0089308,0.0267924,0.0089308,0.0267924,0.0089308
248,13658.8,0.29191,0.45393,0.21665,0.9432,0.87921,0.93904,0.66648,0.38528,0.41384,0.33346,0.0153282,0.0051094,0.0153282,0.0051094,0.0153282,0.0051094,0.0153282,0.0051094
56,4844.66,0.46138,0.59747,0.33933,0.86516,0.7775,0.84076,0.40499,0.58672,0.49395,0.55575,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
249,13807.5,0.26842,0.4321,0.2133,0.95077,0.87718,0.93901,0.66914,0.38433,0.41212,0.33403,0.0152688,0.0050896,0.0152688,0.0050896,0.0152688,0.0050896,0.0152688,0.0050896
57,4993.44,0.43548,0.59802,0.32778,0.87854,0.79203,0.85362,0.37176,0.61336,0.51248,0.6411,0.0266736,0.0088912,0.0266736,0.0088912,0.0266736,0.0088912,0.0266736,0.0088912
250,13947.5,0.2837,0.45566,0.21855,0.94784,0.87828,0.939,0.66872,0.38409,0.4112,0.33136,0.0152094,0.0050698,0.0152094,0.0050698,0.0152094,0.0050698,0.0152094,0.0050698
58,5135.25,0.44854,0.5881,0.33233,0.88086,0.79098,0.86118,0.43704,0.58256,0.46526,0.52737,0.0266142,0.0088714,0.0266142,0.0088714,0.0266142,0.0088714,0.0266142,0.0088714
251,14084.4,0.28215,0.44116,0.21578,0.95115,0.87156,0.93645,0.66957,0.38358,0.41109,0.33088,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
59,5278.47,0.4752,0.58525,0.33308,0.85849,0.77158,0.8314,0.36535,0.63023,0.5073,0.65294,0.0265548,0.0088516,0.0265548,0.0088516,0.0265548,0.0088516,0.0265548,0.0088516
252,14221.6,0.27022,0.44235,0.20888,0.95057,0.87126,0.93639,0.67031,0.38451,0.40981,0.33156,0.0150906,0.0050302,0.0150906,0.0050302,0.0150906,0.0050302,0.0150906,0.0050302
60,5408.63,0.45237,0.59743,0.33768,0.89699,0.81276,0.87881,0.45283,0.54747,0.49595,0.52349,0.0264954,0.0088318,0.0264954,0.0088318,0.0264954,0.0088318,0.0264954,0.0088318
253,14363.9,0.27143,0.43985,0.21512,0.94833,0.87336,0.93854,0.67337,0.38464,0.40563,0.33112,0.0150312,0.0050104,0.0150312,0.0050104,0.0150312,0.0050104,0.0150312,0.0050104
61,5547.1,0.45582,0.59622,0.32716,0.87595,0.78439,0.84612,0.38162,0.6027,0.52087,0.60672,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
254,14504.4,0.27527,0.44735,0.21621,0.94403,0.87471,0.93697,0.67354,0.38473,0.40438,0.33122,0.0149718,0.0049906,0.0149718,0.0049906,0.0149718,0.0049906,0.0149718,0.0049906
62,5691.23,0.46263,0.59028,0.33277,0.88349,0.82371,0.87849,0.4579,0.54298,0.48608,0.51853,0.0263766,0.0087922,0.0263766,0.0087922,0.0263766,0.0087922,0.0263766,0.0087922
255,14641.5,0.26713,0.44911,0.21388,0.94779,0.87203,0.93584,0.67191,0.38657,0.40555,0.33491,0.0149124,0.0049708,0.0149124,0.0049708,0.0149124,0.0049708,0.0149124,0.0049708
63,5833.94,0.45544,0.58601,0.33231,0.90516,0.81878,0.89778,0.56176,0.44573,0.47013,0.38958,0.0263172,0.0087724,0.0263172,0.0087724,0.0263172,0.0087724,0.0263172,0.0087724
256,14777.9,0.2619,0.43446,0.20953,0.9467,0.87256,0.93581,0.67145,0.38786,0.40461,0.33658,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
64,5971.36,0.44885,0.58345,0.3271,0.87312,0.77378,0.84332,0.41506,0.59253,0.50086,0.5624,0.0262578,0.0087526,0.0262578,0.0087526,0.0262578,0.0087526,0.0262578,0.0087526
257,14920.5,0.26288,0.44194,0.20665,0.95022,0.87336,0.93655,0.67147,0.38804,0.40404,0.33565,0.0147936,0.0049312,0.0147936,0.0049312,0.0147936,0.0049312,0.0147936,0.0049312
65,6107.94,0.44183,0.59858,0.32305,0.88554,0.84061,0.886,0.45495,0.53876,0.48297,0.53445,0.0261984,0.0087328,0.0261984,0.0087328,0.0261984,0.0087328,0.0261984,0.0087328
258,15060.8,0.26476,0.43364,0.20851,0.94984,0.87336,0.93661,0.67292,0.3866,0.40274,0.33417,0.0147342,0.0049114,0.0147342,0.0049114,0.0147342,0.0049114,0.0147342,0.0049114
66,6251.09,0.4555,0.57531,0.33141,0.91229,0.8286,0.90098,0.54986,0.45913,0.46514,0.41321,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
259,15198.7,0.26209,0.43001,0.20881,0.94907,0.87483,0.93686,0.6712,0.38765,0.40452,0.3351,0.0146748,0.0048916,0.0146748,0.0048916,0.0146748,0.0048916,0.0146748,0.0048916
67,6394.23,0.44322,0.57737,0.31684,0.89382,0.83165,0.88908,0.50862,0.50509,0.47248,0.46493,0.0260796,0.0086932,0.0260796,0.0086932,0.0260796,0.0086932,0.0260796,0.0086932
260,15333.3,0.26337,0.43752,0.20635,0.94861,0.87609,0.93681,0.67187,0.38755,0.40181,0.33377,0.0146154,0.0048718,0.0146154,0.0048718,0.0146154,0.0048718,0.0146154,0.0048718
68,6538.3,0.44391,0.58024,0.33192,0.89009,0.81714,0.88398,0.50905,0.49421,0.46914,0.45437,0.0260202,0.0086734,0.0260202,0.0086734,0.0260202,0.0086734,0.0260202,0.0086734
261,15475.9,0.26613,0.43225,0.20851,0.94929,0.87828,0.93724,0.67484,0.38646,0.40105,0.33266,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
69,6677.06,0.43728,0.58836,0.3192,0.91953,0.84207,0.90402,0.54854,0.46751,0.45723,0.4027,0.0259608,0.0086536,0.0259608,0.0086536,0.0259608,0.0086536,0.0259608,0.0086536
262,15617.5,0.2647,0.43654,0.21309,0.94909,0.87664,0.93636,0.67425,0.38699,0.40059,0.33347,0.0144966,0.0048322,0.0144966,0.0048322,0.0144966,0.0048322,0.0144966,0.0048322
70,6813.04,0.45452,0.58615,0.32371,0.91,0.83515,0.89739,0.52894,0.47432,0.46896,0.42241,0.0259014,0.0086338,0.0259014,0.0086338,0.0259014,0.0086338,0.0259014,0.0086338
263,15757.2,0.26703,0.43339,0.20986,0.95048,0.88014,0.93736,0.6739,0.38794,0.3978,0.33652,0.0144372,0.0048124,0.0144372,0.0048124,0.0144372,0.0048124,0.0144372,0.0048124
71,6956.44,0.43661,0.57821,0.32185,0.90873,0.8286,0.89433,0.53919,0.4655,0.45988,0.41451,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
264,15895.4,0.27146,0.42911,0.2057,0.94972,0.87644,0.93668,0.67129,0.38821,0.3983,0.33639,0.0143778,0.0047926,0.0143778,0.0047926,0.0143778,0.0047926,0.0143778,0.0047926
72,7099.25,0.44771,0.58419,0.32181,0.90096,0.80349,0.87606,0.48272,0.5233,0.47566,0.47868,0.0257826,0.0085942,0.0257826,0.0085942,0.0257826,0.0085942,0.0257826,0.0085942
265,16032.8,0.2732,0.43491,0.2102,0.95072,0.87408,0.9352,0.66996,0.38902,0.40008,0.33801,0.0143184,0.0047728,0.0143184,0.0047728,0.0143184,0.0047728,0.0143184,0.0047728
73,7242.61,0.44445,0.57852,0.32329,0.9149,0.84552,0.90964,0.57493,0.45583,0.43585,0.37718,0.0257232,0.0085744,0.0257232,0.0085744,0.0257232,0.0085744,0.0257232,0.0085744
266,16130.5,0.26977,0.43492,0.20843,0.94974,0.87684,0.93472,0.66909,0.38963,0.39995,0.33941,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
74,7324.24,0.43573,0.56898,0.31689,0.91759,0.84486,0.90292,0.55616,0.46296,0.44876,0.40438,0.0256638,0.0085546,0.0256638,0.0085546,0.0256638,0.0085546,0.0256638,0.0085546
267,16194.2,0.28677,0.44866,0.21365,0.9503,0.87679,0.935,0.66954,0.38753,0.40374,0.33712,0.0141996,0.0047332,0.0141996,0.0047332,0.0141996,0.0047332,0.0141996,0.0047332
75,7388.15,0.42586,0.58037,0.31447,0.91236,0.82587,0.88999,0.50147,0.51381,0.46221,0.46625,0.0256044,0.0085348,0.0256044,0.0085348,0.0256044,0.0085348,0.0256044,0.0085348
268,16257.7,0.26858,0.43861,0.20715,0.95058,0.87555,0.93576,0.66872,0.38894,0.40459,0.33946,0.0141402,0.0047134,0.0141402,0.0047134,0.0141402,0.0047134,0.0141402,0.0047134
76,7451.99,0.45408,0.56757,0.31772,0.91786,0.82345,0.89211,0.5252,0.48903,0.45716,0.43734,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
269,16321.9,0.25585,0.42663,0.20042,0.94948,0.87609,0.93581,0.66774,0.38986,0.40614,0.33866,0.0140808,0.0046936,0.0140808,0.0046936,0.0140808,0.0046936,0.0140808,0.0046936
77,7515.7,0.44121,0.58147,0.31477,0.92122,0.83618,0.90367,0.51808,0.4959,0.46461,0.44495,0.0254856,0.0084952,0.0254856,0.0084952,0.0254856,0.0084952,0.0254856,0.0084952
270,16385.6,0.26093,0.4316,0.20545,0.95016,0.87419,0.93479,0.66816,0.38935,0.40596,0.33817,0.0140214,0.0046738,0.0140214,0.0046738,0.0140214,0.0046738,0.0140214,0.0046738
78,7579.6,0.42712,0.5807,0.31139,0.89624,0.80349,0.87219,0.48904,0.5266,0.47526,0.48004,0.0254262,0.0084754,0.0254262,0.0084754,0.0254262,0.0084754,0.0254262,0.0084754
271,16449.2,0.25797,0.42586,0.20082,0.94945,0.87445,0.93457,0.66952,0.38955,0.40505,0.33805,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
79,7644.79,0.44557,0.5704,0.32168,0.91292,0.80731,0.88294,0.50678,0.49482,0.46169,0.42847,0.0253668,0.0084556,0.0253668,0.0084556,0.0253668,0.0084556,0.0253668,0.0084556
272,16514.4,0.25688,0.4259,0.20246,0.94451,0.87336,0.93473,0.67018,0.38911,0.40696,0.3355,0.0139026,0.0046342,0.0139026,0.0046342,0.0139026,0.0046342,0.0139026,0.0046342
80,7708.59,0.42773,0.56775,0.31036,0.88832,0.79312,0.86361,0.45105,0.55288,0.48726,0.51412,0.0253074,0.0084358,0.0253074,0.0084358,0.0253074,0.0084358,0.0253074,0.0084358
273,16578.3,0.25531,0.421,0.20137,0.94236,0.88346,0.93609,0.66943,0.38993,0.40612,0.33696,0.0138432,0.0046144,0.0138432,0.0046144,0.0138432,0.0046144,0.0138432,0.0046144
81,7773.17,0.41877,0.56258,0.30792,0.91344,0.84552,0.90092,0.53423,0.47368,0.45444,0.41546,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
274,16641.8,0.24903,0.42905,0.19742,0.94305,0.88579,0.93837,0.67058,0.38985,0.40573,0.33643,0.0137838,0.0045946,0.0137838,0.0045946,0.0137838,0.0045946,0.0137838,0.0045946
82,7837.19,0.44125,0.5578,0.31289,0.90194,0.83024,0.89425,0.52076,0.49226,0.46268,0.43976,0.0251886,0.0083962,0.0251886,0.0083962,0.0251886,0.0083962,0.0251886,0.0083962
275,16705.9,0.25572,0.42344,0.19916,0.94301,0.88517,0.93763,0.66938,0.39083,0.40444,0.33931,0.0137244,0.0045748,0.0137244,0.0045748,0.0137244,0.0045748,0.0137244,0.0045748
83,7901.11,0.45954,0.56745,0.32572,0.90466,0.81987,0.88364,0.47221,0.53421,0.46483,0.51055,0.0251292,0.0083764,0.0251292,0.0083764,0.0251292,0.0083764,0.0251292,0.0083764
276,16769.7,0.2564,0.43329,0.20433,0.94698,0.87718,0.93659,0.66905,0.39011,0.40603,0.33655,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
84,7965.47,0.43228,0.57,0.31389,0.92319,0.84279,0.90471,0.52652,0.49461,0.45374,0.43883,0.0250698,0.0083566,0.0250698,0.0083566,0.0250698,0.0083566,0.0250698,0.0083566
277,16833.1,0.26408,0.43132,0.20677,0.93899,0.88646,0.93617,0.66842,0.39,0.40691,0.33693,0.0136056,0.0045352,0.0136056,0.0045352,0.0136056,0.0045352,0.0136056,0.0045352
85,8034.93,0.43119,0.5722,0.31551,0.91146,0.84288,0.8989,0.52961,0.49134,0.45261,0.42832,0.0250104,0.0083368,0.0250104,0.0083368,0.0250104,0.0083368,0.0250104,0.0083368
278,16905.1,0.25451,0.42619,0.19695,0.94079,0.88466,0.93737,0.66964,0.38929,0.40601,0.33628,0.0135462,0.0045154,0.0135462,0.0045154,0.0135462,0.0045154,0.0135462,0.0045154
86,8107.32,0.43912,0.56564,0.30803,0.91923,0.85113,0.91709,0.55992,0.46703,0.45346,0.40608,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
279,16976.8,0.25226,0.42959,0.19625,0.94175,0.88248,0.9386,0.66893,0.39029,0.40652,0.33559,0.0134868,0.0044956,0.0134868,0.0044956,0.0134868,0.0044956,0.0134868,0.0044956
87,8179.71,0.43632,0.56235,0.31,0.92038,0.84556,0.90937,0.54388,0.47851,0.4406,0.42793,0.0248916,0.0082972,0.0248916,0.0082972,0.0248916,0.0082972,0.0248916,0.0082972
280,17048.8,0.24884,0.42186,0.19724,0.93802,0.88428,0.93635,0.66762,0.39059,0.40673,0.33585,0.0134274,0.0044758,0.0134274,0.0044758,0.0134274,0.0044758,0.0134274,0.0044758
88,8253.51,0.43121,0.55193,0.31739,0.91248,0.84498,0.90524,0.47168,0.5309,0.47406,0.52433,0.0248322,0.0082774,0.0248322,0.0082774,0.0248322,0.0082774,0.0248322,0.0082774
281,17120.5,0.24543,0.42412,0.20002,0.94007,0.88191,0.93765,0.66696,0.39159,0.40509,0.33571,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
89,8326.15,0.41815,0.56318,0.2995,0.90494,0.83133,0.89085,0.4722,0.54195,0.47722,0.53189,0.0247728,0.0082576,0.0247728,0.0082576,0.0247728,0.0082576,0.0247728,0.0082576
282,17192.4,0.25551,0.41537,0.1972,0.94004,0.88143,0.9366,0.66583,0.39242,0.40557,0.33627,0.0133086,0.0044362,0.0133086,0.0044362,0.0133086,0.0044362,0.0133086,0.0044362
90,8398.78,0.423,0.56044,0.30207,0.9082,0.84552,0.89599,0.47588,0.53085,0.46929,0.51393,0.0247134,0.0082378,0.0247134,0.0082378,0.0247134,0.0082378,0.0247134,0.0082378
283,17264.8,0.25128,0.4206,0.19548,0.93884,0.87981,0.93573,0.66444,0.39166,0.40538,0.3367,0.0132492,0.0044164,0.0132492,0.0044164,0.0132492,0.0044164,0.0132492,0.0044164
91,8471.06,0.42891,0.55162,0.30016,0.88883,0.82369,0.88571,0.41848,0.58363,0.48628,0.59094,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
284,17337,0.25502,0.42302,0.19778,0.93951,0.88046,0.93817,0.66603,0.39364,0.40435,0.3375,0.0131898,0.0043966,0.0131898,0.0043966,0.0131898,0.0043966,0.0131898,0.0043966
92,8543.81,0.4254,0.55165,0.3023,0.91664,0.84035,0.90301,0.5091,0.50767,0.4601,0.45243,0.0245946,0.0081982,0.0245946,0.0081982,0.0245946,0.0081982,0.0245946,0.0081982
285,17408.1,0.2486,0.42226,0.19417,0.94156,0.87882,0.93744,0.66476,0.39315,0.40462,0.33838,0.0131304,0.0043768,0.0131304,0.0043768,0.0131304,0.0043768,0.0131304,0.0043768
93,8616.42,0.42301,0.55495,0.29946,0.92025,0.85153,0.90593,0.56381,0.45643,0.43353,0.39389,0.0245352,0.0081784,0.0245352,0.0081784,0.0245352,0.0081784,0.0245352,0.0081784
286,17480,0.25357,0.42521,0.19308,0.94122,0.8821,0.9379,0.66557,0.39357,0.40465,0.33867,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
94,8688.79,0.42089,0.56067,0.2998,0.9223,0.84228,0.90445,0.50859,0.50766,0.46364,0.49186,0.0244758,0.0081586,0.0244758,0.0081586,0.0244758,0.0081586,0.0244758,0.0081586
287,17546,0.2641,0.42698,0.20549,0.94119,0.88224,0.93745,0.66426,0.39538,0.404,0.33936,0.0130116,0.0043372,0.0130116,0.0043372,0.0130116,0.0043372,0.0130116,0.0043372
95,8752.43,0.42023,0.55069,0.30035,0.9264,0.85198,0.91544,0.59022,0.4333,0.44011,0.36898,0.0244164,0.0081388,0.0244164,0.0081388,0.0244164,0.0081388,0.0244164,0.0081388
288,17609.8,0.28108,0.4395,0.21291,0.94076,0.88421,0.93784,0.6661,0.39332,0.40347,0.3383,0.0129522,0.0043174,0.0129522,0.0043174,0.0129522,0.0043174,0.0129522,0.0043174
96,8816.16,0.40167,0.55984,0.29666,0.93416,0.8559,0.92036,0.57751,0.44661,0.44015,0.39059,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
289,17673.4,0.2778,0.44194,0.20698,0.94286,0.88263,0.93883,0.66685,0.39265,0.40317,0.33726,0.0128928,0.0042976,0.0128928,0.0042976,0.0128928,0.0042976,0.0128928,0.0042976
97,8880.57,0.41478,0.55814,0.30008,0.90165,0.8307,0.88987,0.47575,0.53717,0.47827,0.51562,0.0242976,0.0080992,0.0242976,0.0080992,0.0242976,0.0080992,0.0242976,0.0080992
290,17737,0.27283,0.4314,0.21139,0.93648,0.88264,0.93702,0.66622,0.39372,0.40279,0.33647,0.0128334,0.0042778,0.0128334,0.0042778,0.0128334,0.0042778,0.0128334,0.0042778
98,8944.5,0.42987,0.56015,0.30249,0.90884,0.83679,0.89694,0.47744,0.54076,0.46861,0.51293,0.0242382,0.0080794,0.0242382,0.0080794,0.0242382,0.0080794,0.0242382,0.0080794
291,17801.1,0.33761,0.45845,0.23418,0.93628,0.88227,0.93768,0.66734,0.39313,0.40368,0.33591,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
99,9008.38,0.41601,0.55158,0.29839,0.90255,0.82408,0.88899,0.46308,0.54503,0.47758,0.51639,0.0241788,0.0080596,0.0241788,0.0080596,0.0241788,0.0080596,0.0241788,0.0080596
292,17864.6,0.33418,0.46226,0.24219,0.93881,0.87991,0.93667,0.66717,0.39398,0.40187,0.33829,0.0127146,0.0042382,0.0127146,0.0042382,0.0127146,0.0042382,0.0127146,0.0042382
100,9072.18,0.41949,0.55948,0.30334,0.93499,0.85098,0.91369,0.53438,0.48048,0.44973,0.42821,0.0241194,0.0080398,0.0241194,0.0080398,0.0241194,0.0080398,0.0241194,0.0080398
293,17928.8,0.25775,0.42637,0.2035,0.94248,0.87654,0.93668,0.66813,0.39313,0.40379,0.3379,0.0126552,0.0042184,0.0126552,0.0042184,0.0126552,0.0042184,0.0126552,0.0042184
101,9136.11,0.4145,0.56091,0.29263,0.92352,0.84279,0.90511,0.55282,0.46096,0.44348,0.40424,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
294,17992.5,0.25398,0.41607,0.19847,0.93654,0.87991,0.93503,0.66729,0.39347,0.40401,0.33774,0.0125958,0.0041986,0.0125958,0.0041986,0.0125958,0.0041986,0.0125958,0.0041986
102,9199.86,0.42052,0.55325,0.29303,0.92755,0.84662,0.90802,0.52272,0.49824,0.44977,0.45697,0.0240006,0.0080002,0.0240006,0.0080002,0.0240006,0.0080002,0.0240006,0.0080002
295,18056.4,0.24776,0.41869,0.19419,0.94057,0.87252,0.93333,0.66512,0.39337,0.40334,0.33783,0.0125364,0.0041788,0.0125364,0.0041788,0.0125364,0.0041788,0.0125364,0.0041788
103,9263.93,0.42051,0.54593,0.29533,0.9211,0.84115,0.91119,0.50705,0.50921,0.45639,0.47547,0.0239412,0.0079804,0.0239412,0.0079804,0.0239412,0.0079804,0.0239412,0.0079804
296,18120.2,0.24904,0.42468,0.19291,0.93885,0.87336,0.93364,0.66667,0.3936,0.40244,0.33776,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
104,9328.29,0.42231,0.5455,0.28871,0.92607,0.83952,0.90323,0.54995,0.47563,0.44148,0.42002,0.0238818,0.0079606,0.0238818,0.0079606,0.0238818,0.0079606,0.0238818,0.0079606
297,18183.6,0.26567,0.41735,0.20476,0.94666,0.869,0.93631,0.66816,0.39333,0.40291,0.33707,0.0124176,0.0041392,0.0124176,0.0041392,0.0124176,0.0041392,0.0124176,0.0041392
105,9392.12,0.40078,0.55231,0.28594,0.90955,0.87282,0.92337,0.57728,0.44656,0.43439,0.38779,0.0238224,0.0079408,0.0238224,0.0079408,0.0238224,0.0079408,0.0238224,0.0079408
298,18247.3,0.34708,0.45706,0.24645,0.94662,0.86845,0.93441,0.66683,0.39254,0.40348,0.3367,0.0123582,0.0041194,0.0123582,0.0041194,0.0123582,0.0041194,0.0123582,0.0041194
106,9456.51,0.40894,0.54848,0.29345,0.91099,0.85371,0.90911,0.5318,0.49153,0.45526,0.45575,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
299,18311,0.28244,0.43379,0.21344,0.94388,0.875,0.93481,0.66823,0.3931,0.40323,0.33735,0.0122988,0.0040996,0.0122988,0.0040996,0.0122988,0.0040996,0.0122988,0.0040996
107,9520.53,0.41064,0.54787,0.28915,0.93219,0.83024,0.90706,0.52433,0.49044,0.46123,0.45367,0.0237036,0.0079012,0.0237036,0.0079012,0.0237036,0.0079012,0.0237036,0.0079012
300,18374.7,0.29406,0.44355,0.21544,0.94559,0.87063,0.93461,0.66827,0.39333,0.4041,0.33753,0.0122394,0.0040798,0.0122394,0.0040798,0.0122394,0.0040798,0.0122394,0.0040798
108,9584.72,0.41091,0.54392,0.2861,0.91343,0.8582,0.91132,0.56926,0.45846,0.44295,0.39842,0.0236442,0.0078814,0.0236442,0.0078814,0.0236442,0.0078814,0.0236442,0.0078814
301,18438.1,0.30063,0.4436,0.22393,0.94483,0.86935,0.93657,0.66945,0.39309,0.40419,0.33782,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
109,9649.33,0.40646,0.54307,0.29011,0.92113,0.85699,0.91147,0.5209,0.50205,0.46002,0.48053,0.0235848,0.0078616,0.0235848,0.0078616,0.0235848,0.0078616,0.0235848,0.0078616
302,18501.4,0.27902,0.42865,0.20503,0.93707,0.88046,0.93737,0.6701,0.39291,0.40459,0.33772,0.0121206,0.0040402,0.0121206,0.0040402,0.0121206,0.0040402,0.0121206,0.0040402
110,9713.17,0.40257,0.54515,0.29187,0.90725,0.8383,0.89907,0.46979,0.54381,0.46733,0.52916,0.0235254,0.0078418,0.0235254,0.0078418,0.0235254,0.0078418,0.0235254,0.0078418
303,18565.2,0.29169,0.43363,0.21351,0.9359,0.87555,0.93472,0.66829,0.39253,0.40443,0.33891,0.0120612,0.0040204,0.0120612,0.0040204,0.0120612,0.0040204,0.0120612,0.0040204
